"Year","POLAR4 Quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2006","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1665","1210","0.726","0"
"2007","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1665","1320","0.792","0"
"2008","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1610","1325","0.8250000000000001","0"
"2009","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1675","1350","0.806","0"
"2010","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1745","1250","0.716","0"
"2011","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1790","1275","0.713","0"
"2012","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1715","1225","0.715","0"
"2013","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1665","1250","0.749","0"
"2014","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1600","1210","0.757","0"
"2015","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1785","1260","0.707","0"
"2016","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1755","1250","0.713","0"
"2017","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1645","1205","0.733","0"
"2018","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1585","1170","0.739","0"
"2019","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1570","1185","0.755","0"
"2020","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1590","1320","0.8290000000000001","0"
"2021","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1715","1385","0.807","0"
"2022","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1765","1360","0.77","0"
"2023","Quintile 4","18","Northern Ireland","Female","Main scheme applicant","All","1755","1365","0.778","0"
"2006","Quintile 4","18","England","Female","Main scheme applicant","All","23705","20235","0.854","0"
"2007","Quintile 4","18","England","Female","Main scheme applicant","All","24525","20700","0.844","0"
"2008","Quintile 4","18","England","Female","Main scheme applicant","All","25710","22070","0.858","0"
"2009","Quintile 4","18","England","Female","Main scheme applicant","All","27165","22865","0.842","0"
"2010","Quintile 4","18","England","Female","Main scheme applicant","All","28635","22935","0.801","0"
"2011","Quintile 4","18","England","Female","Main scheme applicant","All","28470","23690","0.8320000000000001","0"
"2012","Quintile 4","18","England","Female","Main scheme applicant","All","27350","22530","0.8240000000000001","0"
"2013","Quintile 4","18","England","Female","Main scheme applicant","All","28020","23620","0.843","0"
"2014","Quintile 4","18","England","Female","Main scheme applicant","All","28260","24025","0.85","0"
"2015","Quintile 4","18","England","Female","Main scheme applicant","All","29650","25585","0.863","0"
"2016","Quintile 4","18","England","Female","Main scheme applicant","All","29750","25840","0.869","0"
"2017","Quintile 4","18","England","Female","Main scheme applicant","All","30115","26200","0.87","0"
"2018","Quintile 4","18","England","Female","Main scheme applicant","All","29720","25815","0.869","0"
"2019","Quintile 4","18","England","Female","Main scheme applicant","All","30210","26275","0.87","0"
"2020","Quintile 4","18","England","Female","Main scheme applicant","All","31335","28035","0.895","0"
"2021","Quintile 4","18","England","Female","Main scheme applicant","All","33865","29670","0.876","0"
"2022","Quintile 4","18","England","Female","Main scheme applicant","All","35250","29905","0.848","0"
"2023","Quintile 4","18","England","Female","Main scheme applicant","All","34355","29135","0.848","0"
"2006","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2290","1760","0.767","0"
"2007","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2295","1775","0.775","0"
"2008","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2285","1735","0.76","0"
"2009","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2335","1835","0.786","0"
"2010","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2690","2010","0.747","0"
"2011","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2655","1910","0.719","0"
"2012","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2625","1930","0.735","0"
"2013","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2655","1920","0.723","0"
"2014","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2750","1985","0.721","0"
"2015","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2755","2010","0.73","0"
"2016","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2695","1990","0.737","0"
"2017","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2720","2055","0.755","0"
"2018","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2635","2080","0.79","0"
"2019","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2475","1945","0.785","0"
"2020","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2470","2070","0.838","0"
"2021","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2895","2385","0.8230000000000001","0"
"2022","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2795","2300","0.8220000000000001","0"
"2023","Quintile 4","18","Scotland","Female","Main scheme applicant","All","2605","2185","0.838","0"
"2006","Quintile 4","18","Wales","Female","Main scheme applicant","All","1295","1115","0.86","0"
"2007","Quintile 4","18","Wales","Female","Main scheme applicant","All","1200","1025","0.854","0"
"2008","Quintile 4","18","Wales","Female","Main scheme applicant","All","1235","1070","0.867","0"
"2009","Quintile 4","18","Wales","Female","Main scheme applicant","All","1345","1165","0.868","0"
"2010","Quintile 4","18","Wales","Female","Main scheme applicant","All","1385","1155","0.834","0"
"2011","Quintile 4","18","Wales","Female","Main scheme applicant","All","1340","1130","0.844","0"
"2012","Quintile 4","18","Wales","Female","Main scheme applicant","All","1270","1085","0.856","0"
"2013","Quintile 4","18","Wales","Female","Main scheme applicant","All","1250","1075","0.861","0"
"2014","Quintile 4","18","Wales","Female","Main scheme applicant","All","1270","1120","0.883","0"
"2015","Quintile 4","18","Wales","Female","Main scheme applicant","All","1385","1240","0.895","0"
"2016","Quintile 4","18","Wales","Female","Main scheme applicant","All","1265","1125","0.89","0"
"2017","Quintile 4","18","Wales","Female","Main scheme applicant","All","1270","1115","0.879","0"
"2018","Quintile 4","18","Wales","Female","Main scheme applicant","All","1280","1150","0.898","0"
"2019","Quintile 4","18","Wales","Female","Main scheme applicant","All","1245","1115","0.893","0"
"2020","Quintile 4","18","Wales","Female","Main scheme applicant","All","1215","1100","0.908","0"
"2021","Quintile 4","18","Wales","Female","Main scheme applicant","All","1355","1205","0.887","0"
"2022","Quintile 4","18","Wales","Female","Main scheme applicant","All","1460","1220","0.836","0"
"2023","Quintile 4","18","Wales","Female","Main scheme applicant","All","1295","1130","0.871","0"
"2006","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2585","1995","0.772","0"
"2007","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2605","2110","0.809","0"
"2008","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2475","2045","0.8260000000000001","0"
"2009","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2810","2265","0.807","0"
"2010","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2760","2105","0.762","0"
"2011","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2680","2010","0.751","0"
"2012","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2710","1985","0.733","0"
"2013","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2670","2055","0.77","0"
"2014","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2470","1855","0.751","0"
"2015","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2500","1815","0.725","0"
"2016","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2440","1850","0.758","0"
"2017","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2395","1810","0.755","0"
"2018","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2275","1730","0.76","0"
"2019","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2110","1645","0.778","0"
"2020","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2250","1930","0.857","0"
"2021","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2285","1900","0.833","0"
"2022","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2455","1940","0.791","0"
"2023","Quintile 5","18","Northern Ireland","Female","Main scheme applicant","All","2320","1795","0.774","0"
"2006","Quintile 5","18","England","Female","Main scheme applicant","All","33670","29005","0.861","0"
"2007","Quintile 5","18","England","Female","Main scheme applicant","All","33915","29100","0.858","0"
"2008","Quintile 5","18","England","Female","Main scheme applicant","All","35345","30520","0.864","0"
"2009","Quintile 5","18","England","Female","Main scheme applicant","All","37435","31565","0.843","0"
"2010","Quintile 5","18","England","Female","Main scheme applicant","All","38740","31560","0.8150000000000001","0"
"2011","Quintile 5","18","England","Female","Main scheme applicant","All","38690","32615","0.843","0"
"2012","Quintile 5","18","England","Female","Main scheme applicant","All","37705","31895","0.846","0"
"2013","Quintile 5","18","England","Female","Main scheme applicant","All","37390","32120","0.859","0"
"2014","Quintile 5","18","England","Female","Main scheme applicant","All","37505","32280","0.861","0"
"2015","Quintile 5","18","England","Female","Main scheme applicant","All","39280","34185","0.87","0"
"2016","Quintile 5","18","England","Female","Main scheme applicant","All","39990","34955","0.874","0"
"2017","Quintile 5","18","England","Female","Main scheme applicant","All","39925","35095","0.879","0"
"2018","Quintile 5","18","England","Female","Main scheme applicant","All","39795","34940","0.878","0"
"2019","Quintile 5","18","England","Female","Main scheme applicant","All","40160","35145","0.875","0"
"2020","Quintile 5","18","England","Female","Main scheme applicant","All","41195","37165","0.902","0"
"2021","Quintile 5","18","England","Female","Main scheme applicant","All","45670","40320","0.883","0"
"2022","Quintile 5","18","England","Female","Main scheme applicant","All","46785","39820","0.851","0"
"2023","Quintile 5","18","England","Female","Main scheme applicant","All","46005","39490","0.858","0"
"2006","Quintile 5","18","Scotland","Female","Main scheme applicant","All","4500","3635","0.808","0"
"2007","Quintile 5","18","Scotland","Female","Main scheme applicant","All","4375","3635","0.8300000000000001","0"
"2008","Quintile 5","18","Scotland","Female","Main scheme applicant","All","4565","3755","0.8220000000000001","0"
"2009","Quintile 5","18","Scotland","Female","Main scheme applicant","All","4625","3915","0.846","0"
"2010","Quintile 5","18","Scotland","Female","Main scheme applicant","All","5050","3980","0.788","0"
"2011","Quintile 5","18","Scotland","Female","Main scheme applicant","All","4945","3755","0.759","0"
"2012","Quintile 5","18","Scotland","Female","Main scheme applicant","All","4985","3870","0.777","0"
"2013","Quintile 5","18","Scotland","Female","Main scheme applicant","All","4845","3815","0.787","0"
"2014","Quintile 5","18","Scotland","Female","Main scheme applicant","All","4875","3775","0.775","0"
"2015","Quintile 5","18","Scotland","Female","Main scheme applicant","All","4885","3790","0.776","0"
"2016","Quintile 5","18","Scotland","Female","Main scheme applicant","All","4910","3865","0.787","0"
